Carimbo de data/hora,Você é estudante da UFV em qual nível?,Marque o curso de graduação que você faz,Selecione o curso de mestrado que você faz,Selecione o curso de doutorado que você faz,Selecione o curso de pós-graduação lato-sensu (especialização) que você faz,"Em relação ao seu contato com ferramentas de Inteligência Artificial, como você se classificaria?","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [ChatGPT]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Gemini (Google)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Llama (Meta AI)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Midjourney]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [DALL-E]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Deepseek]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Outras]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para organizar e orientar meus estudos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para conferir respostas a exercícios e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Incorporo soluções fornecidas pela ferramenta aos meus trabalhos e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Emprego respostas fornecidas pela IA aos meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para orientar a busca, coleta e análise de material de estudo ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para automatizar tarefas secundárias ou braçais durante meus estudos ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Peço para a ferramenta fazer resumos de materiais que forneço a ela]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço análise de dados usando a ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para programar ou me auxiliar com programação]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para correção ou revisão de textos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para produzir imagens a serem incluídas em meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para analisar imagens que forneço à ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com matemática]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com estatística]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço apresentações de slides ou pôsteres usando a ferramenta]","Se você faz ou consegue imaginar usos que não foram contemplados na questão anterior, descreva-os aqui. Se for algo que já pratica, indique também a frequência de uso.",O que você entende por IA (Inteligência Artificial)?,"Em relação a IA e o futuro dos estudos e do trabalho, como você se sente?",Qual(is) tipo(s) de debate sobre o tema da Inteligência Artificial você gostaria de ver dentro da UFV?
27/03/2025 08:27:46,Estudante de mestrado (ou mestrado profissional),,Ciência da Computação,,,Incorporei ao meu dia-a-dia,Assino o serviço pago (se houver),Somente testei,Apenas ouvi falar,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Somente testei,Sempre,Com frequência,Sempre,Esporadicamente,Sempre,Sempre,Sempre,Esporadicamente,Sempre,Sempre,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",,São máquinas que simulam a inteligência humana ,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 08:28:08,Estudante de mestrado (ou mestrado profissional),,Ciência da Computação,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Somente testei,Somente testei,Somente testei,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Com frequência,Sempre,Com frequência,Com frequência,Esporadicamente,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,"Um agente que tenta tomar a melhor decisão possível para um problema dado um conhecimento prévio, seja ele um conjunto de regras ou dados, por exemplo.",Não tenho opinião formada,"Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 08:29:25,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Uso corriqueiramente,Desconheço,Com frequência,Com frequência,Esporadicamente,Nunca usei e não pretendo,Com frequência,Sempre,Sempre,Nunca usei e não pretendo,Sempre,Sempre,Nunca usei e não pretendo,Nunca usei e não pretendo,Sempre,Sempre,Com frequência,,Prefiro não opinar,"Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 08:31:40,Estudante de mestrado (ou mestrado profissional),,Ciência da Computação,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Desconheço,Apenas ouvi falar,Apenas ouvi falar,Somente testei,Somente testei,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Nunca usei e não pretendo,Sempre,Esporadicamente,Nunca usei e não pretendo,Sempre,Com frequência,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Com frequência,,Uma ferramenta que gera informação baseada num input utilizando conhecimento prévio que partiu de uma quantidade massiva de dados. ,"Não tenho opinião formada, Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
27/03/2025 08:39:35,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Somente testei,Somente testei,Com frequência,Com frequência,Com frequência,Esporadicamente,Com frequência,Com frequência,Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,"Entendo IA como um modelo de programa que, com uma base de dados e limitada a ela, tenta simular os processos de raciocínio do cérebro humano fazendo uso da linguagem dos homens.","Tenho receio ou medo desta tecnologia, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança, Minha desconfiança é total","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 08:51:55,Estudante de graduação,Engenharia de Agrimensura e Cartográfica,,,,Uso esporadicamente,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Apenas ouvi falar,Desconheço,Sempre,Esporadicamente,Com frequência,Com frequência,Com frequência,Com frequência,Sempre,Com frequência,"Nunca usei, mas tenho curiosidade",Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,Prática de conversação em outros idiomas que podem agregar no futuro acadêmico ,Prefiro não opinar ,"Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 08:55:51,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Uso corriqueiramente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Sempre,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Sempre,Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",,Tecnologia,"Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Minha desconfiança é total","Segurança e privacidade, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 09:14:07,Estudante de graduação,Engenharia Agrícola e Ambiental,,,,Uso esporadicamente,Uso corriqueiramente,Somente testei,Desconheço,Apenas ouvi falar,Desconheço,Apenas ouvi falar,Desconheço,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,,"Um banco de dados qua acha as ""melhores"" respostas/informações de acordo com o que o usuário pede, assim como vai aprendendo com o mesmo. 
Nem sempre está correta e é uma ferramenta que polui muito o mundo e deveria ter seu acesso restrito, principalmente em relação a formação de imagens.  ","Acredito que é algo que veio para ficar, Acredito que é uma ameaça à qualidade do aprendizado humano, Minha desconfiança é total","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
27/03/2025 09:21:30,Estudante de doutorado,,,Administração,,Incorporei ao meu dia-a-dia,Assino o serviço pago (se houver),Somente testei,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Assino o serviço pago (se houver),Com frequência,Com frequência,Com frequência,Esporadicamente,Com frequência,Com frequência,Com frequência,Com frequência,Com frequência,Sempre,Com frequência,Com frequência,Com frequência,Com frequência,Sempre,,"Inteligência Artificial é uma tecnologia que busca simular a inteligência humana autêntica, de forma integrada e sistematizada por meio de sistemas computacionais.","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 09:25:34,Estudante de graduação,Administração,,,,Uso esporadicamente,Uso corriqueiramente,Somente testei,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Apenas ouvi falar,Somente testei,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,Uma inteligência que auxilia tanto na área educacional quanto na profissional a otimizar processos ,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Impacto na qualidade de ensino"
27/03/2025 09:39:56,Estudante de graduação,Engenharia de Agrimensura e Cartográfica,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,"Inteligencia artificial é um ramo da ciencia da computação que busca modelar sistemas computacionais capazes de ""aprender"" e/ou gerar outputs  com base em uma série de parametros e dadoa previamente impostos","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 09:41:04,Estudante de graduação,Ciência da Computação,,,,Uso esporadicamente,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Somente testei,Somente testei,Somente testei,Apenas ouvi falar,Nunca usei e não pretendo,Com frequência,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,"Uma aproximadora global de função, que pode ser usada para diversas aplicações, incluindo grandes modelos de linguagem natural.","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
27/03/2025 09:45:04,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Somente testei,Somente testei,Uso corriqueiramente,Uso corriqueiramente,"Nunca usei, mas tenho curiosidade",Sempre,Esporadicamente,Esporadicamente,Com frequência,Sempre,Sempre,"Nunca usei, mas tenho curiosidade",Sempre,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",,"É um sistema que simula o pensamento humano, mas comete bastante erro…","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 09:49:21,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Somente testei,Apenas ouvi falar,Com frequência,Com frequência,Esporadicamente,Esporadicamente,Sempre,"Nunca usei, mas tenho curiosidade",Esporadicamente,Com frequência,Com frequência,Sempre,Esporadicamente,Com frequência,Sempre,Esporadicamente,Esporadicamente,,"Entendo como funcionabilidade de IA um processo realizado por uma sequência lógica de buscas, em que, nesse processo, houve um árduo treinamento para realizar determinadas tarefas ",Acredito que vai potencializar as habilidades e capacidades humanas,"Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 09:50:55,Estudante de graduação,Agronomia,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Desconheço,Desconheço,Apenas ouvi falar,Uso corriqueiramente,Sempre,Com frequência,Esporadicamente,Esporadicamente,Sempre,Esporadicamente,Com frequência,Esporadicamente,Nunca usei e não pretendo,Sempre,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Criação de áudios feitos por IA que trás um resumo a respeito do conteúdo. Uso enquanto estou indo pra aulas e em outros momentos. ,É uma linguagem de programação que tem a capacidade de aprender com base de dados ,"Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que é uma ameaça ao trabalho humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Segurança e privacidade, Impacto na pesquisa, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 09:51:51,Estudante de graduação,Direito,,,,Uso esporadicamente,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,Somente testei,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,"Uma forma automatizada e, em alguns casos, Extrema precisa em dar um norte nos assuntos solicitados. É todo o poder e informações contidos na internet mundial disponíveis para ser usada com extrema objetividade ","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Impacto na qualidade de ensino"
27/03/2025 09:56:25,Estudante de graduação,Engenharia Agrícola e Ambiental,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Desconheço,Somente testei,"Nunca usei, mas tenho curiosidade",Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,Uma ferramenta que utiliza um banco de dados ,"Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 10:00:59,Estudante de graduação,Ciência da Computação,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Desconheço,Desconheço,Uso corriqueiramente,Desconheço,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Com frequência,Com frequência,Com frequência,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,simulação da inteligência humana,Acredito que vai potencializar as habilidades e capacidades humanas,"Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 10:11:21,Estudante de graduação,Ciências Sociais (Bacharelado/Licenciatura),,,,Uso esporadicamente,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Somente testei,Apenas ouvi falar,Somente testei,Desconheço,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,Prefiro não opinar,"Tenho receio ou medo desta tecnologia, Acredito que é uma ameaça à qualidade do aprendizado humano","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
